Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2018,Male,White,Conservative,Strong republican,42,53,48,39,3,Very happy,Very happy,Average
2018,Male,White,Conservative,"Ind,near rep",73,60,51,33,3,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str democrat,31,28,0,38,2,Very happy,Pretty happy,Below average
2018,Female,White,Extremely liberal,Not str democrat,29,29,0,35,4,Pretty happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,Strong republican,45,38,42,36,4,Very happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,42,53,21,42,5,Very happy,Pretty happy,Above average
2018,Female,White,Extremely liberal,Not str democrat,25,24,65,50,4,Pretty happy,Very happy,Below average
2018,Female,White,Conservative,Not str republican,33,49,0,27,5,Pretty happy,Pretty happy,Average
2018,Male,White,Slightly liberal,"Ind,near dem",53,48,31,72,3,Pretty happy,Pretty happy,Above average
2018,Male,Other,Moderate,Independent,33,24,0,27,5,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,Strong republican,64,55,47,50,3,Very happy,Pretty happy,Average
2018,Male,White,Moderate,Not str democrat,49,16,0,46,5,Very happy,Pretty happy,Below average
2018,Female,Other,Conservative,"Ind,near dem",27,40,31,46,5,Very happy,Very happy,Average
2018,Male,White,Moderate,Not str republican,27,47,31,0,6,Very happy,Pretty happy,Far below average
2018,Female,White,Slghtly conservative,Independent,31,34,0,50,5,Very happy,Very happy,Average
2018,Female,White,Moderate,Independent,53,22,0,62,5,Very happy,Pretty happy,Below average
2018,Female,White,Moderate,Not str republican,47,31,33,38,10,Very happy,Very happy,Above average
2018,Male,White,Moderate,Independent,25,47,44,0,5,Very happy,Pretty happy,Below average
2018,Female,White,Liberal,Strong democrat,47,48,0,25,4,Very happy,Very happy,Above average
2018,Male,White,Moderate,Independent,50,52,28,45,5,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,35,39,48,35,4,Very happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near dem",37,50,47,0,2,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,Not str republican,27,31,0,35,4,Pretty happy,Pretty happy,Below average
2018,Male,White,Liberal,Strong democrat,60,60,61,53,4,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str democrat,39,33,35,0,7,Very happy,Pretty happy,Below average
2018,Female,White,Conservative,Strong republican,41,38,0,59,6,Pretty happy,Pretty happy,Average
2018,Male,White,Slghtly conservative,Not str republican,50,47,0,31,3,Pretty happy,Not too happy,Above average
2018,Male,White,Extrmly conservative,Not str republican,25,63,32,62,5,Pretty happy,Pretty happy,Above average
2018,Male,White,Slghtly conservative,Not str republican,47,64,61,40,4,Pretty happy,Pretty happy,Above average
2018,Female,White,Slghtly conservative,Not str republican,64,39,33,35,5,Pretty happy,Pretty happy,Average
2018,Female,Black,Moderate,Strong democrat,64,40,26,0,5,Very happy,Pretty happy,Average
2018,Female,White,Conservative,Strong republican,25,48,35,37,6,Very happy,Very happy,Average
2018,Female,Black,Moderate,Strong democrat,61,75,51,35,5,Very happy,Very happy,Average
2018,Male,Other,Liberal,"Ind,near dem",28,25,46,46,1,Pretty happy,Pretty happy,Below average
2018,Male,White,Moderate,Independent,25,25,60,0,5,Very happy,Very happy,Above average
2018,Male,White,Moderate,"Ind,near rep",25,48,0,45,6,Pretty happy,Not too happy,Below average
2018,Male,White,Conservative,Not str republican,53,52,39,45,4,Very happy,Very happy,Above average
2018,Male,White,Conservative,Strong republican,31,21,17,0,5,Very happy,Pretty happy,Below average
2018,Female,White,Extrmly conservative,Strong republican,51,45,0,66,7,Very happy,Very happy,Average
2018,Female,White,Moderate,Other party,66,66,0,50,5,Not too happy,Pretty happy,Average
2018,Male,White,Moderate,Independent,39,26,52,0,8,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Independent,43,61,50,53,5,Very happy,Pretty happy,Average
2018,Male,White,Slghtly conservative,Not str democrat,50,43,0,46,3,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,Independent,43,0,0,39,4,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,Strong republican,35,38,0,62,5,Very happy,Pretty happy,Below average
2018,Female,Other,Moderate,Not str democrat,0,73,0,0,5,Very happy,Very happy,Below average
2018,Male,White,Conservative,Strong republican,46,46,0,0,6,Very happy,Very happy,Below average
2018,Female,White,Moderate,Independent,49,60,0,62,5,Very happy,Very happy,Above average
2018,Male,Black,Extremely liberal,Strong democrat,32,48,25,46,5,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str republican,46,39,0,39,4,Very happy,Pretty happy,Below average
2018,Male,Black,Liberal,Not str democrat,37,31,31,62,10,Very happy,Very happy,Below average
2018,Male,White,Liberal,Strong democrat,49,31,38,48,3,Very happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,62,49,45,53,3,Pretty happy,Pretty happy,Average
2018,Female,White,Liberal,"Ind,near dem",47,42,0,48,6,Pretty happy,Pretty happy,Average
2018,Male,White,Extrmly conservative,Strong republican,49,31,0,35,10,Very happy,Very happy,Average
2018,Female,White,Slightly liberal,"Ind,near dem",50,24,47,44,6,Very happy,Very happy,Average
2018,Male,White,Moderate,"Ind,near dem",46,48,72,50,5,Very happy,Very happy,Far below average
2018,Male,White,Extremely liberal,Not str republican,52,59,38,73,2,Pretty happy,Pretty happy,Far above average
2018,Male,White,Moderate,"Ind,near rep",50,48,54,35,5,Very happy,Pretty happy,Below average
2018,Female,White,Moderate,Not str republican,41,60,49,49,5,Very happy,Very happy,Average
2018,Male,Other,Moderate,"Ind,near rep",46,35,32,38,4,Very happy,Very happy,Average
2018,Female,White,Moderate,"Ind,near dem",38,64,47,64,4,Pretty happy,Pretty happy,Average
2018,Male,White,Conservative,Not str republican,56,0,0,62,5,Very happy,Very happy,Average
2018,Male,White,Conservative,"Ind,near rep",37,35,47,35,5,Pretty happy,Pretty happy,Below average
2018,Female,Black,Slightly liberal,"Ind,near dem",72,42,64,64,3,Very happy,Pretty happy,Above average
2018,Male,White,Moderate,"Ind,near rep",31,32,49,38,3,Very happy,Very happy,Above average
2018,Female,White,Conservative,Strong republican,35,63,0,44,4,Very happy,Very happy,Average
2018,Female,Black,Extremely liberal,Independent,33,49,37,62,1,Very happy,Very happy,Above average
2018,Female,Black,Moderate,Not str democrat,61,33,0,46,4,Not too happy,Not too happy,Far below average
2018,Female,Black,Moderate,Independent,21,49,0,63,8,Not too happy,Pretty happy,Far above average
2018,Female,Black,Moderate,Not str democrat,35,37,38,28,6,Pretty happy,Pretty happy,Below average
2018,Female,White,Liberal,Not str democrat,63,0,64,73,4,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,Not str republican,53,63,59,51,5,Very happy,Pretty happy,Above average
2018,Male,White,Slightly liberal,Independent,38,40,64,60,2,Pretty happy,Very happy,Above average
2018,Female,White,Conservative,Strong republican,59,73,25,60,10,Very happy,Very happy,Far below average
2018,Male,White,Conservative,Strong republican,44,46,47,60,3,Very happy,Very happy,Above average
2018,Male,White,Slghtly conservative,Not str republican,73,53,35,0,5,Very happy,Pretty happy,Average
2018,Male,White,Liberal,Strong democrat,63,31,64,59,5,Very happy,Pretty happy,Above average
2018,Female,White,Conservative,Strong republican,53,47,61,0,4,Pretty happy,Pretty happy,Far above average
2018,Female,White,Moderate,Independent,51,25,35,32,6,Very happy,Pretty happy,Below average
2018,Female,Black,Moderate,Strong democrat,43,45,45,0,7,Pretty happy,Pretty happy,Far below average
2018,Male,Black,Moderate,"Ind,near dem",25,48,25,35,7,Pretty happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,Strong republican,48,50,48,46,6,Very happy,Very happy,Above average
2018,Female,White,Extremely liberal,Strong democrat,55,48,0,35,5,Pretty happy,Pretty happy,Below average
2018,Female,White,Moderate,Independent,47,39,38,0,5,Very happy,Very happy,Average
2018,Female,White,Moderate,Not str republican,46,27,27,27,5,Very happy,Very happy,Below average
2018,Female,White,Slightly liberal,Not str democrat,48,26,22,0,5,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,Independent,34,61,21,0,5,Very happy,Very happy,Average
2018,Female,White,Slghtly conservative,Independent,46,38,0,75,5,Not too happy,Not too happy,Average
2018,Female,White,Moderate,Independent,36,50,46,27,10,Very happy,Pretty happy,Below average
2018,Male,White,Conservative,Strong republican,50,47,32,35,3,Very happy,Very happy,Average
2018,Female,White,Slghtly conservative,Not str democrat,45,62,35,48,5,Not too happy,Not too happy,Average
2018,Female,White,Conservative,"Ind,near rep",53,38,61,38,3,Very happy,Pretty happy,Below average
2018,Male,White,Moderate,Strong republican,35,28,0,46,5,Very happy,Very happy,Above average
2018,Male,Other,Moderate,"Ind,near rep",49,37,0,49,10,Very happy,Very happy,Average
2018,Female,Other,Moderate,Independent,53,35,39,25,5,Very happy,Very happy,Average
2018,Male,Black,Moderate,"Ind,near rep",35,24,35,25,7,Pretty happy,Pretty happy,Below average
2018,Female,Black,Moderate,Strong democrat,53,53,31,0,4,Pretty happy,Pretty happy,Average
2018,Male,Other,Slghtly conservative,Not str democrat,39,46,0,48,4,Very happy,Very happy,Above average
2018,Female,White,Slghtly conservative,Strong republican,47,31,0,35,5,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,38,27,38,38,7,Very happy,Pretty happy,Below average
2018,Male,Other,Extremely liberal,Not str republican,45,0,48,44,3,Pretty happy,Not too happy,Average
2018,Male,White,Conservative,Not str republican,73,0,48,53,6,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Not str republican,47,50,24,49,6,Very happy,Pretty happy,Average
2018,Female,White,Conservative,Strong republican,60,44,24,66,5,Pretty happy,Very happy,Average
2018,Female,White,Extrmly conservative,Strong republican,53,72,47,24,5,Pretty happy,Very happy,Above average
2018,Male,White,Conservative,Not str republican,31,47,38,35,3,Very happy,Very happy,Above average
2018,Female,White,Slghtly conservative,"Ind,near rep",74,64,40,65,7,Very happy,Very happy,Above average
2018,Female,Black,Extremely liberal,Strong democrat,25,70,33,24,2,Pretty happy,Very happy,Average
2018,Male,White,Conservative,Not str republican,46,64,53,0,4,Very happy,Very happy,Above average
2018,Female,Black,Liberal,Strong democrat,64,50,69,35,3,Very happy,Very happy,Average
2018,Female,Black,Moderate,Not str democrat,45,49,38,35,4,Pretty happy,Pretty happy,Average
2018,Male,Black,Moderate,Strong democrat,59,48,28,38,5,Very happy,Very happy,Average
2018,Male,White,Conservative,Not str republican,39,38,0,30,7,Very happy,Very happy,Average
2018,Female,Black,Moderate,Strong democrat,24,45,16,0,3,Not too happy,Not too happy,Average
2018,Male,Black,Moderate,Strong democrat,39,25,61,44,10,Pretty happy,Pretty happy,Far below average
2018,Female,Black,Moderate,Strong democrat,56,40,48,31,5,Not too happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,"Ind,near dem",53,45,0,48,6,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Independent,25,64,0,40,5,Very happy,Pretty happy,Average
2018,Male,White,Conservative,Strong republican,46,47,0,0,7,Very happy,Pretty happy,Below average
2018,Male,White,Moderate,"Ind,near rep",72,61,45,40,4,Very happy,Pretty happy,Above average
2018,Female,Black,Liberal,Strong democrat,51,28,0,37,7,Pretty happy,Pretty happy,Above average
2018,Female,White,Moderate,Independent,31,35,35,40,6,Pretty happy,Not too happy,Below average
2018,Male,Other,Moderate,Independent,72,38,0,47,7,Very happy,Pretty happy,Below average
2018,Female,White,Conservative,Not str republican,55,67,0,69,5,Pretty happy,Very happy,Average
2018,Male,Other,Moderate,Independent,62,62,55,64,9,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,"Ind,near dem",33,35,35,35,8,Very happy,Pretty happy,Below average
2018,Female,Other,Slightly liberal,Strong republican,33,44,0,60,5,Very happy,Very happy,Below average
2018,Female,White,Slightly liberal,"Ind,near dem",25,36,45,34,3,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Not str republican,43,65,42,45,5,Very happy,Very happy,Above average
2018,Female,White,Conservative,"Ind,near rep",69,80,0,75,5,Very happy,Very happy,Above average
2018,Male,White,Moderate,"Ind,near rep",72,54,47,0,10,Very happy,Very happy,Far below average
2018,Female,White,Conservative,Not str republican,45,69,47,0,5,Pretty happy,Pretty happy,Average
2018,Male,White,Liberal,Not str democrat,69,60,64,25,3,Pretty happy,Pretty happy,Above average
2018,Female,White,Liberal,Not str democrat,52,39,64,69,10,Very happy,Pretty happy,Above average
2018,Female,White,Slightly liberal,Not str republican,44,61,48,72,3,Very happy,Very happy,Above average
2018,Male,White,Conservative,Strong republican,37,38,29,35,6,Very happy,Pretty happy,Average
2018,Female,White,Liberal,"Ind,near dem",31,35,0,28,5,Pretty happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,"Ind,near rep",27,50,0,0,5,Very happy,Very happy,Below average
2018,Female,White,Slightly liberal,Independent,48,35,0,35,10,Pretty happy,Pretty happy,Average
2018,Female,White,Conservative,Not str republican,69,45,0,49,3,Very happy,Very happy,Above average
2018,Male,White,Slghtly conservative,Independent,60,39,45,63,4,Pretty happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,27,50,33,40,5,Pretty happy,Not too happy,Below average
2018,Male,White,Liberal,Strong republican,25,36,39,50,3,Very happy,Very happy,Above average
2018,Female,White,Slghtly conservative,Not str democrat,61,61,64,37,4,Pretty happy,Pretty happy,Average
2018,Male,White,Conservative,Other party,59,62,0,71,6,Pretty happy,Pretty happy,Average
2018,Female,White,Liberal,Strong democrat,52,46,26,35,5,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,Strong republican,39,48,0,25,4,Pretty happy,Pretty happy,Above average
2018,Male,White,Slghtly conservative,"Ind,near dem",59,24,0,28,10,Pretty happy,Very happy,Below average
2018,Male,White,Slghtly conservative,Independent,22,28,28,35,5,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Independent,51,38,38,33,7,Pretty happy,Pretty happy,Below average
2018,Female,White,Moderate,"Ind,near dem",48,35,25,0,8,Pretty happy,Pretty happy,Far below average
2018,Male,White,Slightly liberal,Not str democrat,28,64,0,46,4,Very happy,Very happy,Above average
2018,Female,Black,Conservative,Not str republican,64,38,0,27,7,Very happy,Very happy,Average
2018,Male,White,Moderate,"Ind,near rep",53,35,47,45,5,Very happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,43,61,33,44,3,Very happy,Very happy,Above average
2018,Female,White,Extrmly conservative,Not str republican,36,43,31,48,3,Very happy,Very happy,Above average
2018,Female,White,Moderate,Strong democrat,53,61,64,35,5,Very happy,Pretty happy,Below average
2018,Male,White,Moderate,Independent,43,44,61,48,4,Pretty happy,Pretty happy,Above average
2018,Male,White,Slightly liberal,Strong democrat,73,60,61,49,3,Very happy,Very happy,Above average
2018,Male,White,Moderate,Independent,73,59,45,43,6,Very happy,Pretty happy,Average
2018,Male,White,Extrmly conservative,Other party,23,64,35,32,5,Very happy,Very happy,Below average
2018,Female,White,Moderate,Strong republican,26,39,64,32,5,Very happy,Very happy,Above average
2018,Male,White,Conservative,"Ind,near rep",58,44,26,35,5,Very happy,Very happy,Above average
2018,Male,White,Slightly liberal,Not str democrat,47,46,24,27,5,Very happy,Very happy,Average
2018,Female,White,Moderate,Independent,21,0,0,42,5,Not too happy,Very happy,Below average
2018,Male,White,Moderate,"Ind,near dem",46,68,47,0,6,Very happy,Pretty happy,Average
2018,Female,Black,Slightly liberal,Not str democrat,31,38,64,45,1,Not too happy,Not too happy,Below average
2018,Male,White,Conservative,"Ind,near rep",53,64,0,39,2,Very happy,Very happy,Far above average
2018,Female,Other,Liberal,Not str democrat,74,70,0,43,3,Pretty happy,Pretty happy,Above average
2018,Female,White,Slightly liberal,"Ind,near dem",62,39,16,38,6,Very happy,Pretty happy,Below average
